exchange,symbol,instrument_token
NSE,TIMESGTY,2743553
NSE,TATAMOTORS,884737
NSE,SUBEX,2867969
NSE,SREINFRA-NU,902913
NSE,SIKKO-SM,5252097
NSE,SGBDEC2513-GB,220673
NSE,SARLAPOLY,3595009
NSE,RJL,3873025
NSE,RAMASTEEL,2636801
NSE,POWERMECH,2681089
NSE,NRBBEARING,1933569
NSE,NBCC,8042241
NSE,MONSANTO,1857793
NSE,LTTS,4752385
NSE,KAJARIACER,462849
NSE,JAGRAN,3382017
NSE,INDUSINDBK,1346049
NSE,IDBI,377857
NSE,IBULHSGFIN-W1,7713793
NSE,HIRECT,3555841
NSE,GUJRAFFIA-BE,2584833
NSE,GIRIRAJ-SM,605441
NSE,FINPIPE,266497
NSE,ESSDEE,3559681
NSE,COX&KINGS,4558337
NSE,COMPUSOFT,7971329
NSE,CARBORUNIV,152321
NSE,BHARATIDIL-BZ,1524481
NSE,BAJAJCORP,4999937
NSE,ANSALHSG,3500289
NSE,AGCNET,879361
NSE,835GS2022-GS,1749505
NSE,ICICI0701-NB,2669057
NSE,HCG,3982081
NSE,HUDCO-N6,7589889
NSE,HDFC,340481
NSE,DOLLAR,5263361
NSE,FORTIS,3735553
NSE,FRETAIL,4704769
NSE,DPABHUSHAN-SM,59137
NSE,ELECTHERM,1144065
NSE,5PAISA,113921
NSE,759GS2029-GS,1825281
NSE,ACCELYA,1805569
NSE,ALBK,2760193
NSE,ARVIND,49409
NSE,BALRAMCHIN,87297
NSE,BLUEBLENDS-O4,2595329
NSE,CLNINDIA,183041
NSE,DCM,206081
NSE,DIAPOWER-BZ,1221633
NSE,FINCABLES,265729
NSE,GLFL-BE,2153473
NSE,HARITASEAT,4365313
NSE,HUDCO-NE,5112321
NSE,ICICILOVOL,5441025
NSE,INSECTICID,3752193
NSE,JAMNAAUTO,5319169
NSE,KAPSTON-SM,632321
NSE,KSCL,3832833
NSE,LUXIND,2893057
NSE,MCL-SM,5019393
NSE,NATCOPHARM,1003009
NSE,NHBTF2023-N6,451841
NSE,OISL,4310785
NSE,PENTAGOLD-SM,722433
NSE,PRIMESECU,3037185
NSE,RECLTD-N5,7931393
NSE,RHFL,5563649
NSE,SIIL-SM,1934081
NSE,SQSBFSI,4476417
NSE,SREINFRA-YK,518401
NSE,SUNDARMHLD,558849
NSE,THEMISMED,3708161
NSE,TREEHOUSE,6420993
NSE,UNICHEMLAB,916225
NSE,WINDMACHIN,6392065
NSE,DREDGECORP,2885377
NSE,WHIRLPOOL,4610817
NSE,VIPCLOTHNG,3799809
NSE,TRF,4604673
NSE,THIRUSUGAR,890369
NSE,SWARAJENG,866305
NSE,STARCEMENT,5399297
NSE,SHILPAMED,4544513
NSE,SGBJUL25-GB,5498113
NSE,SALORAINTL,761857
NSE,RHFL-N3,4950273
NSE,RAJSREESUG,719105
NSE,PKTEA-BE,2641409
NSE,PANACEABIO,1038081
NSE,NTPC-NA,2750465
NSE,NESTLEIND,4598529
NSE,MEGH,3776001
NSE,MAHSCOOTER,533761
NSE,LICNETFGSC,1551873
NSE,KESARENT,3570177
NSE,JMA,1819905
NSE,IRFC-NM,3868673
NSE,INDSWFTLTD,2970113
NSE,ICICI500,768257
NSE,HUDCO-NA,5110273
NSE,HECPROJECT-SM,3956993
NSE,GRPLTD,1675009
NSE,GDL,3004161
NSE,ESCORTS,245249
NSE,ECLFINANCE-NK,1098753
NSE,BLUEDART,126721
NSE,BHALCHANDR-IT,2556161
NSE,AXISNIFTY,5440513
NSE,APOLLOTYRE,41729
NSE,ABMINTLTD,4415745
NSE,832GS2032-GS,1766145
NSE,728GS2019-GS,1801217
NSE,HONAUT,874753
NSE,605GS2019-GS,1758465
NSE,BANARBEADS,88833
NSE,CESC,160769
NSE,DCAL,5556225
NSE,DHFL-NB,4685313
NSE,CHAMBLFERT,163073
NSE,BANDHANBNK,579329
NSE,BLUECOAST-BE,2189313
NSE,BANKINDIA,1214721
NSE,63GS2023-GS,1757953
NSE,ADANIGAS,1552897
NSE,AKZOINDIA,375553
NSE,ARTNIRMAN-SM,4811777
NSE,BALMLAWRIE,86529
NSE,CANFINHOME,149249
NSE,CIPLA,177665
NSE,DCMSHRIRAM,207617
NSE,DLF,3771393
NSE,EHFLNCD-N5,4573185
NSE,FLFL,7872513
NSE,GMBREW,299009
NSE,HAL,589569
NSE,HITECHCORP,3881217
NSE,ICICI0402-NB,2743041
NSE,IFCI-NE,1472001
NSE,INTEGRA-BE,7763713
NSE,IVZINNIFTY,6199553
NSE,KAMATHOTEL,467457
NSE,KRBL,2707713
NSE,LYPSAGEMS,8055809
NSE,MFSL,548353
NSE,NHPC-N4,8060161
NSE,PFC-N1,5112833
NSE,PTC,2906881
NSE,RECLTD-NH,5101057
NSE,RUSHIL,6296321
NSE,SETCO,4483585
NSE,SILVERTUC-SM,141057
NSE,SREIBNPNCD-ND,4990977
NSE,SRTRANSFIN-Y6,7929601
NSE,SUPRAJIT,2992385
NSE,TTML,2292225
NSE,VGUARD,3932673
NSE,WONDERLA,768513
NSE,XPROINDIA,2920193
NSE,VICEROY-BE,3816193
NSE,USHERAGRO-BE,4937473
NSE,TERASOFT,4938753
NSE,TATAELXSI,873217
NSE,STEL,5499905
NSE,SREINFRA-NZ,4792577
NSE,SINTEX,1492737
NSE,SHAKTIPUMP,6546945
NSE,SATHAISPAT,3557121
NSE,RKDL,5363201
NSE,RCF,733697
NSE,POLYPLEX,687873
NSE,PASHUPATI-SM,5544193
NSE,NTPC-N7,1888513
NSE,NCC,593665
NSE,MKPL-SM,5250305
NSE,MANGALAM,3025153
NSE,LINCPEN,1779457
NSE,KOTAKBKETF,1497857
NSE,JPPOWER,3011329
NSE,IRFC-NJ,3009025
NSE,INDNIPPON,1215233
NSE,IDFCBANK-N7,2766849
NSE,IBUCCREDIT-ND,1265153
NSE,HIMACHLFUT-O2,2595841
NSE,ESSELPACK,251137
NSE,ECLFINANCE-NL,1099777
NSE,DHFL-NP,4734721
NSE,DABUR,197633
NSE,CAMLINFINE,1591297
NSE,BHARATFIN,4995329
NSE,AVSL-SM,4785153
NSE,ADVANIHOTR,3774721
NSE,826GS2027-GS,1765889
NSE,1018GS2026-GS,1749249
NSE,635GS2020-GS,1757441
NSE,AKSHOPTFBR,2199297
NSE,ASAL,2722305
NSE,ALCHEM-BE,3795713
NSE,665GS2020-GS,1846529
NSE,AARTIDRUGS,1147137
NSE,679GS2029-GS,1841921
NSE,1025GS2021-GS,1745665
NSE,587GS2022-GS,1759233
NSE,613GS2028-GS,1758209
NSE,827GS2020-GS,1816577
NSE,AIAENG,3350017
NSE,ARROWTEX,4404481
NSE,ASHOKA,5166593
NSE,BEDMUTHA,5170177
NSE,BSL,143105
NSE,CREST,3558401
NSE,DHAMPURSUG,219393
NSE,DRL-SM,4804865
NSE,EKC,3351297
NSE,FIVECORE-SM,786177
NSE,GODHA-SM,757505
NSE,HBSL,1053697
NSE,HSCL,3669505
NSE,ICIL,3068673
NSE,IFGLEXPOR,111617
NSE,IRB,3920129
NSE,JAYAGROGN,1034497
NSE,KAUSHALYA,3874817
NSE,L&TINFRA-N3,5327873
NSE,MAHINDCIE,3823873
NSE,MDL-SM,545793
NSE,MVL,4289793
NSE,NHBTF2023-N7,452353
NSE,OMAXE,3802369
NSE,897GS2030-GS,1794817
NSE,717GS2028-GS,1845249
NSE,SREINFRA-YD,513281
NSE,IOC,415745
NSE,BLBLIMITED,2081793
NSE,MADHUCON,3499777
NSE,OILCOUNTUB,632833
NSE,VAKRANGEE,3415553
NSE,RPPL-SM,1214465
NSE,VENUSREM,3547905
NSE,RML,3065601
NSE,AVENTUS-IT,2669569
NSE,NTPC-N3,8131073
NSE,VARROC,987393
NSE,MAYURUNIQ,7399937
NSE,IOB,2393089
NSE,NTPC-N4,8131585
NSE,BALKRISIND,85761
NSE,DHFL-NY,864513
NSE,ECLFINANCE-NM,2036737
NSE,M&MFIN-N2,5132289
NSE,M&MFIN-N3,5132801
NSE,OCCL,3131137
NSE,DICIND,179969
NSE,BOROSIL,806145
NSE,URAVI-SM,594433
NSE,PERFECT-SM,2880001
NSE,PRESSMN,2987777
NSE,RECLTD-N8,7932929
NSE,RUCHIRA,3538177
NSE,SEQUENT,3659777
NSE,SILGO-SM,1405953
NSE,SREIBNPNCD-NF,4992001
NSE,SRTRANSFIN-Y9,1107457
NSE,SUPREMEIND,860929
NSE,TCPLPACK,47105
NSE,TVSSRICHAK,3646721
NSE,VISESHINFO-BE,1870337
NSE,3MINDIA,121345
NSE,WINSOME-BE,6411521
NSE,VISHNU,1768449
NSE,UNITEDTEA,4607745
NSE,TIMETECHNO,3764993
NSE,TATACOFFEE,185345
NSE,STEELCITY-SM,5035009
NSE,SREINFRA-NJ,84737
NSE,SMVD-SM,216833
NSE,SHEMAROO,1297409
NSE,SANGAMIND,1071105
NSE,RHFL-N2,4949761
NSE,RALLIS,720897
NSE,PNCINFRA,2402561
NSE,PALREDTEC,4367873
NSE,NITINFIRE,3758593
NSE,NECLIFE,3053313
NSE,MOTHERSUMI,1076225
NSE,MANDHANA,4832513
NSE,LICNFNHGP,3898625
NSE,KNRCON,3912449
NSE,JUBLFOOD,4632577
NSE,ISEC,637185
NSE,INDSWFTLAB,1246721
NSE,IDFCBANK-N9,2768385
NSE,HEXATRADEX-BE,6915073
NSE,GRANULES,3039233
NSE,GAYAPROJ,6405889
NSE,ESABINDIA,244481
NSE,ECLFINANCE-N5,1029633
NSE,DHFL-N4,4681217
NSE,CORALFINAC,1025793
NSE,CALSOFT,2135297
NSE,BEML,101121
NSE,AURIONPRO,3077633
NSE,ANKITMETAL-BE,7535105
NSE,HITECH,734209
NSE,BIL,2009089
NSE,82GS2025-GS,1798145
NSE,815GS2026-GS,1821185
NSE,808GS2022-GS,1764865
NSE,BHAGYAPROP,5460993
NSE,ANTGRAPHIC-BE,2120961
NSE,ADHUNIK,3416833
NSE,BGRENERGY,3888385
NSE,HINDMOTORS,5549057
NSE,ECLFINANCE-NJ,1097729
NSE,COSMOFILMS,189953
NSE,HIMATSEIDE,348161
NSE,GENUSPOWER,3047681
NSE,HGINFRA,428033
NSE,SCI,780289
NSE,MASTEK,543745
NSE,JAIBALAJI,2881537
NSE,IDFCBANK-NC,2793985
NSE,IBVENTURES,3938305
NSE,IVZINGOLD,4682753
NSE,KOTHARIPET,1176065
NSE,MANGLMCEM,539137
NSE,SCHAEFFLER,258817
NSE,PBAINFRA,3342081
NSE,SARVESHWAR-SM,460289
NSE,RAMCOCEM,523009
NSE,SARDAEN,4546049
NSE,SOMICONVEY,4555265
NSE,WHEELS,964097
NSE,SUNDARAM,4846337
NSE,SONATSOFTW,1688577
NSE,STERTOOLS,1100545
NSE,WALCHANNAG,956417
NSE,VSTTILLERS,6218753
NSE,SPIC,832513
NSE,TRIL,3884545
NSE,ZEEL,975873
NSE,TTKHLTCARE,2910465
NSE,SPLIL,3055361
NSE,SREIBNPNCD-N8,2329089
NSE,IDFCBANK-N8,2767617
NSE,NHAI-N6,49153
NSE,RANEENGINE,4288257
NSE,SCHAND,5298689
NSE,SHIVATEX,205825
NSE,RECLTD-N7,7932417
NSE,NHBTF2014-N1,8183041
NSE,PEL-D1,77313
NSE,NHBTF2023-N1,7581697
NSE,IFBAGRO,379393
NSE,KSERASERA,3497729
NSE,MCX,7982337
NSE,KSL,4835585
NSE,IFCI-NF,1472769
NSE,JAIHINDPRO-BE,7965953
NSE,IFCI-NJ,1700097
NSE,DBSTOCKBRO,7963393
NSE,GLOBE-SM,5404673
NSE,HPL,4781825
NSE,ICICI0301-NC,2565377
NSE,GMMPFAUDLR,401921
NSE,DCBBANK,3513601
NSE,EHFLNCD-N7,4574209
NSE,DEEPAKFERT,211713
NSE,ARSHIYA,4562177
NSE,ASAHISONG,6422529
NSE,ALEMBICLTD,20225
NSE,APLLTD,6483969
NSE,706GS2046-GS,1839105
NSE,ARENTERP,46337
NSE,SREINFRA-Y8,5057281
NSE,MOKSH-SM,236545
NSE,MUTHOOTFIN,6054401
NSE,CEREBRAINT,7683073
NSE,CENTEXT,2946817
NSE,AIRAN-SM,5150977
NSE,3PLAND,664321
NSE,AHIMSA-SM,2756865
NSE,CCL,2931713
NSE,BAJAJ-AUTO,4267265
NSE,CAPLIPOINT,999937
NSE,MUKANDLTD,2899201
NSE,FDC,1253889
NSE,DHFL-NX,862977
NSE,EXCELINDUS,2936577
NSE,GTNIND,322561
NSE,IBULHSGFIN-N6,4766721
NSE,KABRAEXTRU,462081
NSE,INDTERRAIN,5620993
NSE,MORARJEE,7392513
NSE,MOHOTAIND,1029889
NSE,MOTILALOFS,3826433
NSE,SHREERAMA,1952513
NSE,PRECWIRE,695553
NSE,NUCLEUS,2762497
NSE,NHAI-NC,3711745
NSE,PRAENG,3568897
NSE,SHIVAMILLS,383233
NSE,ROHLTD,3374593
NSE,SHARDACROP,1277953
NSE,TCFSL-N9,421633
NSE,SREINFRA-YA,5058305
NSE,SOTL,773377
NSE,TATASPONGE,419585
NSE,UVSL-BE,4478209
NSE,WABCOINDIA,4330241
NSE,MRO-TEK,2303489
NSE,SHOPERSTOP,3024129
NSE,TCFSL-NB,1287425
NSE,VASWANI,6487041
NSE,TCNSBRANDS,1068033
NSE,SHRIRAMCIT,3005185
NSE,SRHHYPOLTD,3732993
NSE,SIEMENS,806401
NSE,MUNJALAU,3458817
NSE,PREMIERPOL,1000449
NSE,RTNINFRA,6988033
NSE,PROSEED-BE,7423233
NSE,NABARD-N1,5128193
NSE,OMKARCHEM-BE,5507841
NSE,NAHARINDUS,3355137
NSE,SREINFRA-NK,86273
NSE,CASTEXTECH,3043329
NSE,IBULHSGFIN-NC,4769793
NSE,JSWSTEEL-P2,7820289
NSE,LTI,4561409
NSE,MARINE-SM,1433089
NSE,IBVENTURES-E2,1448193
NSE,INFRATEL,7458561
NSE,ICICI0202-NC,2727937
NSE,CEBBCO-BE,5178369
NSE,FAIRCHEM,2259201
NSE,GUJAPOLLO,3757313
NSE,FIEMIND,3509761
NSE,CENTURYTEX,160001
NSE,DIAMONDYD,5591041
NSE,BAJAJFINSV,4268801
NSE,BIOCON,2911489
NSE,BROOKS,6434817
NSE,AJANTPHARM,2079745
NSE,597GS2025-GS,1758977
NSE,879GS2021-GS,1791745
NSE,SREIBNPNCD-NS,5511425
NSE,IIFCL-N3,5134337
NSE,DHANUKA,6248705
NSE,ASLIND-SM,5248513
NSE,AAVAS,1378561
NSE,ARIES,3892225
NSE,DBL,4630017
NSE,BHARTIARTL,2714625
NSE,CYBERTECH,1549057
NSE,IDFCBANK-ND,2794753
NSE,GKWLIMITED,4443393
NSE,ECLFINANCE-NR,2041601
NSE,GILLANDERS,4566785
NSE,IDFCBANK-N6,2766081
NSE,HINDALCO,348929
NSE,ICICIPRULI,4774913
NSE,SPYL-BE,5401345
NSE,NHBTF2023-N4,450817
NSE,KOTAKNV20,2932993
NSE,ITDC,4940545
NSE,BINDALAGRO,120577
NSE,CLEDUCATE,5177089
NSE,EQ30,4396545
NSE,FINEORG,958465
NSE,GVKPIL,3385857
NSE,ICICINF100,7780353
NSE,IRFC-NB,508673
NSE,KALYANIFRG-BE,3880961
NSE,MANAKALUCO,1899521
NSE,NANDANI-SM,4788737
NSE,NUTEK,4321537
NSE,PRAJIND,692481
NSE,RRSLGETF,4531201
NSE,SHRENIK-SM,5453057
NSE,SREINFRA-Y7,5056769
NSE,TATASTEEL-E1,487937
NSE,VSTIND,953345
NSE,VENKEYS,961793
NSE,TBZ,6921473
NSE,SREINFRA-Y5,5055745
NSE,SHANTIGEAR,787969
NSE,ROLLT,4890625
NSE,PRAXIS,308225
NSE,NTPC,2977281
NSE,MTEDUCARE,8040705
NSE,M50,4937985
NSE,KANANIIND,6601217
NSE,INTELLECT,1517057
NSE,IBULISL,6399745
NSE,HATSUN,996353
NSE,GAL,5195777
NSE,CAREERP,5142017
NSE,BALKRISHNA,2606337
NSE,AJMERA,4430593
NSE,KOHINOOR,770305
NSE,NHBTF2014-N3,8183553
NSE,MANAPPURAM-NL,1459713
NSE,NHAI-N1,7945729
NSE,SPCENET-BE,4960001
NSE,788GS2030-GS,1823233
NSE,84GS2024-GS,1816833
NSE,BBL,3522817
NSE,BIRLACORPN,122881
NSE,DBREALTY-BE,4640769
NSE,ECLFINANCE-NP,2040321
NSE,GPTINFRA,4527361
NSE,HTMEDIA,3066625
NSE,IFCI-NC,1470465
NSE,IVP,430337
NSE,KPIT,1790465
NSE,MASFIN,50945
NSE,NHBTF2014-N5,8184065
NSE,RAMANEWS,3472641
NSE,SELAN,3481089
NSE,SPENTEX-BE,3544577
NSE,SUMMITSEC,5446401
NSE,TIL,891905
NSE,ZOTA-SM,5304321
NSE,ZICOM,3428097
NSE,UJAAS,6537217
NSE,TAJGVK,2394625
NSE,RECLTD-N1,7451905
NSE,PCJEWELLER,7455745
NSE,RAMCOIND,1174273
NSE,SOLARA,940033
NSE,SANGINITA-SM,5074945
NSE,SMPL,4668929
NSE,ARVSMART,2676993
NSE,ECLFINANCE-NE,1092609
NSE,HDFCLIFE,119553
NSE,SAKUMA,3392257
NSE,VIMALOIL-BE,7651329
NSE,UNIINFO-SM,464129
NSE,VISASTEEL,3403521
NSE,SANDHAR,613633
NSE,SRTRANSFIN-YU,1580033
NSE,SCAPDVR,4353
NSE,HEROMOTOCO,345089
NSE,MAN50ETF,1626369
NSE,MANPASAND,2560513
NSE,HINDUJAVEN,3724033
NSE,ISMTLTD-BE,3823617
NSE,HISARMETAL,4946433
NSE,ECLFINANCE-N6,1030401
NSE,BEL,98049
NSE,ECEIND,3831553
NSE,GEEKAYWIRE-SM,5527553
NSE,BIGBLOC,4718337
NSE,AROGRANITE,3726593
NSE,BALAJITELE,2344449
NSE,657GS2033-GS,1841665
NSE,DMART,5097729
NSE,DISHTV,3721473
NSE,BANKBEES,2928385
NSE,DHFL-NS,858369
NSE,ASTEC,4538369
NSE,UGARSUGAR,5011969
NSE,ORIENTABRA,3356417
NSE,IRFC-NG,3002881
NSE,HDFCSENETF,2967809
NSE,INTENTECH,5138177
NSE,OMAXAUTO,2796033
NSE,MAHASTEEL,4486913
NSE,NTPC-ND,2752257
NSE,UNIVCABLES,923393
NSE,SRIRAM-SM,5374209
NSE,RPPINFRA,5314561
NSE,SREINFRA-YN,520961
NSE,UWCSL-SM,1521921
NSE,VIDHIING,3465217
NSE,VASCONEQ,4636161
NSE,AUTOIND,3611137
NSE,LT,2939649
NSE,RHFL-N6,4951809
NSE,SREINFRA-Y2,4793601
NSE,RMDRIP-SM,5584897
NSE,LUMAXTECH,3587585
NSE,NTPC-N2,8130561
NSE,MAANALU,3844353
NSE,AXISGOLD,5256193
NSE,GROBTEA,4549121
NSE,INOXLEISUR,3384577
NSE,GUJALKALI,324353
NSE,BALAMINES,3712257
NSE,DHFL-NT,859905
NSE,BALLARPUR,3937025
NSE,POWERFUL-SM,1149441
NSE,PUNJABCHEM,1112065
NSE,NEXTMEDIA-BE,2525185
NSE,NECCLTD,3461633
NSE,ORBTEXP,8057601
NSE,SREIBNPNCD-NM,5003777
NSE,PFIZER,676609
NSE,PNC,2391553
NSE,ROHITFERRO-BE,3427841
NSE,JINDALSTEL,1723649
NSE,RAMSARUP-BZ,1010689
NSE,OLECTRA,2723073
NSE,RUCHINFRA-BE,2156289
NSE,SHYAMCENT,2608129
NSE,RECLTD-NG,755969
NSE,PRICOLLTD,5025537
NSE,PAPERPROD,655873
NSE,PAEL,697089
NSE,KEERTI-SM,5492481
NSE,LYKALABS,519169
NSE,MAHLIFE,2060801
NSE,IBULHSGFIN-N2,4764673
NSE,MIC,3748865
NSE,JPASSOCIAT,2933761
NSE,GRINDWELL,3471361
NSE,MANGCHEFER,3841793
NSE,MARUTI,2815745
NSE,LPDC,4316929
NSE,CHEMFAB,716545
NSE,813GS2022-GS,1766401
NSE,SHK,2870273
NSE,KAVVERITEL,3902465
NSE,INDOTECH,3398401
NSE,DHFL-NW,862465
NSE,JSL,2876417
NSE,L&TINFRA-N4,5328385
NSE,KAYA,2630657
NSE,IRBINVIT-IV,5329153
NSE,L&TINFRA-N5,5772033
NSE,PSUBNKBEES,3848193
NSE,MAHICKRA-SM,726785
NSE,KAWIRES-IT,2537729
NSE,IRCON,1276417
NSE,JCHAC,1149697
NSE,OPTIEMUS,5496065
NSE,AHLEAST,4976129
NSE,TATACHEM,871681
NSE,STCINDIA,2802689
NSE,SVLL-SM,835073
NSE,SGBNOV23-GB,4415489
NSE,SUMIT-SM,1186305
NSE,MINDACORP,6629633
NSE,TIIL,3641089
NSE,GRAPHITE,151553
NSE,SINTERCOM-SM,359681
NSE,PATINTLOG,3896065
NSE,TECHNOE,1649921
NSE,PDSMFL,1347585
NSE,83GS2040-GS,1787137
NSE,761GS2030-GS,1828353
NSE,NATNLSTEEL,609025
NSE,IBUCCREDIT-N3,1248001
NSE,JAYNECOIND-BE,2268417
NSE,PUSHPREALM-SM,5438721
NSE,PGHH,648961
NSE,MODIRUBBER-BE,1775105
NSE,EHFLNCD-N3,4572161
NSE,BLUESTARCO,2127617
NSE,ICICI-UZ,2611201
NSE,IBUCCREDIT-N7,1256705
NSE,ALMONDZ,4280065
NSE,IFCI-ND,1470977
NSE,ERFLNCDI-N5,576513
NSE,ECLFINANCE-NG,1094657
NSE,CINEVISTA,2054145
NSE,IFBIND,380161
NSE,BSE,5013761
NSE,CELESTIAL,3784449
NSE,ADANITRANS,2615553
NSE,MIDHANI,630529
NSE,RAJVIR-BE,3070977
NSE,SIMPLEXINF,809473
NSE,SMSLIFE,5517057
NSE,IDFNIFTYET,4808449
NSE,MPSLTD,2707969
NSE,SUZLON,3076609
NSE,PIRPHYTO-BE,4274945
NSE,TEAMLEASE,3255297
NSE,SGBNOV25-GB,117249
NSE,IBULHSGFIN-NF,4771329
NSE,CADILAHC,2029825
NSE,NITIRAJ-SM,5073153
NSE,SPICEMOBI,4270849
NSE,KOTAKGOLD,3803649
NSE,SETFNN50,1882369
NSE,DHFL-NU,861441
NSE,CREATIVE-SM,5237761
NSE,NATIONALUM,1629185
NSE,CHROMATIC,6937857
NSE,JVLAGRO-BZ,4756225
NSE,EMKAYTOOLS-SM,2624769
NSE,EXCELCROP,2935553
NSE,GOLDBEES,3693569
NSE,HDIL,3789569
NSE,ICICI1200-NA,2456321
NSE,DPWIRES-SM,5594625
NSE,IDFCBANK-N4,2764545
NSE,PARSVNATH,3530497
NSE,PGIL,3650561
NSE,JISLDVREQS,6575105
NSE,NHAI-N4,46081
NSE,HUSYSLTD-SM,4758785
NSE,DEN,4536833
NSE,ORICONENT,2600705
NSE,NSIL,2877185
NSE,IREDA-N6,356609
NSE,INDOCO,2989313
NSE,POLYMED,6583809
NSE,KERNEX-BE,3360001
NSE,NATHBIOGEN,2832641
NSE,MASKINVEST-BE,4795137
NSE,IIFL,3023105
NSE,GRUH,2957569
NSE,GINNIFILA,292353
NSE,IBULHSGFIN-NE,4770817
NSE,MRF,582913
NSE,JSWHL,3041281
NSE,DHFL-NK,4732161
NSE,ARCHIES,1456129
NSE,BSHSL-SM,713473
NSE,BAJAJHIND,78849
NSE,GULFOILLUB,1124097
NSE,KOTAKNIFTY,4634113
NSE,EON,6947073
NSE,APCOTEXIND,39425
NSE,ANIKINDS,4264193
NSE,KOTHARIPRO,1415169
NSE,UCALFUEL,913921
NSE,DHFL-NN,4733697
NSE,ALLCARGO,3456257
NSE,JKIL,3908097
NSE,GODREJCP,2585345
NSE,SOMANYCERA,993281
NSE,NH,3031041
NSE,TIRUMALCHM,894977
NSE,SUNTECK,4516097
NSE,TNTELE-BE,2530305
